1360	10192	ma?
1361	10192	iib-
1362	10192	-sad-
1363	10192	-t
1364	10192	-ay 2
1365	10193	gaari 1
1366	10193	ma?
1367	10193	iib-
1368	10193	-sad-
1369	10193	-t
1370	10193	-ay 2
1371	10194	ma?
1372	10194	iib-
1373	10194	-sad-
1374	10194	-t
1375	10194	-ay 2
1376	10194	gaari 1
1377	10195	baabuur
1378	10195	ma?
1379	10195	iib-
1380	10195	-sad-
1381	10195	-t
1382	10195	-ay 2
1383	10196	moos
1384	10196	ma?
1385	10196	iib-
1386	10196	-sad-
1387	10196	-t
1388	10196	-ay 2
1389	10197	haa
1390	10197	waa
1391	10197	iib-
1392	10197	-sad-
1393	10197	-ay 2
1394	10197	gaari 1
1395	10197	-ka
1396	10198	haa
1397	10198	waa
1398	10198	aan 1
1399	10198	iib-
1400	10198	-sad-
1401	10198	-ay 2
1402	10198	gaari 1
1403	10198	-ka
1404	10199	haa
1405	10199	gaari 1
1406	10199	-ka
1407	10199	waa
1408	10199	aan 1
1409	10199	iib-
1410	10199	-sad-
1411	10199	-ay 2
1412	10200	baabuur
1413	10200	-ka
1414	10200	-Ø 6
1415	10200	aan 1
1416	10200	iib-
1417	10200	-sad-
1418	10200	-ay 2
1419	10201	moos
1420	10201	-kii
1421	10201	waa
1422	10201	aan 1
1423	10201	iib-
1424	10201	-sad-
1425	10201	-ay 2
1426	10202	moos
1427	10202	-kii
1428	10202	waa
1429	10202	iib-
1430	10202	-sad-
1431	10202	-ay 2
1432	10203	baabuur
1433	10203	soo
1434	10203	iib-
1435	10203	-sad-
1436	10203	-o 3
1437	10204	moos
1438	10204	soo
1439	10204	iib-
1440	10204	-sad-
1441	10204	-o 3
1442	10205	koob
1443	10205	soo
1444	10205	iib-
1445	10205	-sad-
1446	10205	-o 3
1447	10206	moos
1448	10206	-Ø 6
1449	10206	uu
1450	10206	iib-
1451	10206	-sad-
1452	10206	-n
1453	10206	doon-
1454	10206	-aa 2
1455	10207	moos
1456	10207	baa
1457	10207	uu
1458	10207	iib-
1459	10207	-sad-
1460	10207	-n
1461	10207	doon-
1462	10207	-aa 2
1463	10208	koob
1464	10208	-Ø 6
1465	10208	uu
1466	10208	iib-
1467	10208	-sad-
1468	10208	-n
1469	10208	doon-
1470	10208	-aa 2
